txn_id,timestamp,sender,receiver,amount,rail,device_hash,ip_subnet,dwell_time_seconds,is_structured,shared_hash,is_fraud
d1fdfac3-5f89-4380-8c4d-a90c480dad56,2026-08-16 19:12:19.409189,ce117433,5f17d90d,1626.67,WALLET,DEV_LEGIT_d4adf92a,192.168.158.0/24,311290,0,,0
d5292641-5a36-4303-a584-091a267faecc,2026-08-14 05:53:51.608179,87401e1f,60fb2c0f,1759.1,UPI,DEV_LEGIT_cdf20474,192.168.37.0/24,220103,0,,0
086315f8-57fc-4915-8da6-4d286ec7fde0,2026-08-01 08:57:49.477126,6c2a5a56,a77327c3,1292.83,BANK,DEV_LEGIT_2f2e95d5,192.168.93.0/24,95400,0,,0
6fef499e-54e4-4111-b1dc-33ab09858e31,2026-08-15 20:55:21.148231,537d05b4,bf6a52a0,754.77,WALLET,DEV_MULE_d5e8b1,10.0.8.0/24,11605,0,,0
3d2edafc-5ac0-4dfe-912d-da4b9cb93412,2026-08-01 09:00:10.462379,37da0dea,538a3f0f,4427.12,UPI,DEV_LEGIT_dd1a62e4,192.168.250.0/24,144677,0,,0
d65589d0-04dc-4adc-a4b1-46765d0b4415,2026-08-17 19:12:33.959683,aee95a10,2560d21c,2422.1,UPI,DEV_LEGIT_827c0b8c,192.168.7.0/24,125798,0,,0
1af9afb5-1bc0-42ff-96ac-009d3164861c,2026-08-04 05:08:49.525788,bad1839b,384959a0,21083.26,UPI,DEV_LEGIT_e29d36d0,192.168.3.0/24,374171,0,,0
7c856a29-3d3e-41f0-b0b6-b22ccd43bda1,2026-08-24 14:01:20.090831,67d9da38,f0f5a7cd,5483.84,BANK,DEV_LEGIT_aa8cb8dd,192.168.201.0/24,359029,0,,0
edc30637-0ccf-40e2-827c-fa823b7a22ae,2026-08-09 14:36:40.599585,7a082282,d0baedda,3013.97,UPI,DEV_LEGIT_8d150834,192.168.150.0/24,126658,0,,0
e8cfe418-db34-40b6-b355-51edaa7ce353,2026-08-13 05:14:46.996303,2b92a337,9400de6c,844.59,WALLET,DEV_LEGIT_b02ce56d,192.168.156.0/24,282370,0,,0
9d0414e9-267a-4825-b5f4-c6ed0c7b9af9,2026-08-27 13:43:12.887659,099a2f45,a9ec9530,3449.4,BANK,DEV_LEGIT_bb9eae5d,192.168.13.0/24,266699,0,,0
a7da1515-92a9-47c8-8cfb-71f67ee561d3,2026-08-08 04:04:41.927267,7f58a128,e0eae72c,2996.4,UPI,DEV_LEGIT_b1fd60fa,192.168.156.0/24,328431,0,,0
13d8616c-58b3-4e70-a0b4-91d3e7aeb981,2026-08-11 22:55:33.825225,33ac3327,02f9e62c,823.18,WALLET,DEV_LEGIT_fbc68253,192.168.77.0/24,75162,0,,0
e8e64620-e3a2-4079-b70f-ed98307e0f03,2026-08-17 10:05:00.423796,2da16537,0316c600,1216.65,UPI,DEV_LEGIT_1ea832ce,192.168.242.0/24,67760,0,,0
38f1fb28-dce8-4df4-aaa1-26c301bc7a74,2026-08-27 17:38:39.453082,e9894f60,381ebc85,2587.65,UPI,DEV_LEGIT_7d677ccb,192.168.102.0/24,208063,0,,0
e7b452e9-4334-4191-a3ea-68a3398316ab,2026-08-07 05:02:40.599114,b7d77977,0af3737d,1029.3,BANK,DEV_LEGIT_b3b65b73,192.168.9.0/24,215622,0,,0
647e8b2c-90af-4a55-8163-d42d46d7ac44,2026-08-24 18:36:26.692627,58e46b12,e5dc7b70,935.0,BANK,DEV_LEGIT_df8596de,192.168.183.0/24,66044,0,,0
a8c87c4e-7158-457c-9d06-9ea9760e952d,2026-08-19 21:06:08.725499,285a73bf,b9ab3060,1408.46,WALLET,DEV_LEGIT_3bd7c1df,192.168.12.0/24,39083,0,,0
41d4afdd-c315-4172-874e-ad75a160604e,2026-08-21 19:22:11.956381,3b401b2c,381ebc85,13468.95,WALLET,DEV_LEGIT_530fb629,192.168.221.0/24,211165,0,,0
e7aa079a-9f1d-4098-b0ce-3dbb8515080b,2026-08-13 06:09:31.187348,ef4c0094,5f552001,5535.42,UPI,DEV_LEGIT_9f0ceb4a,192.168.56.0/24,285451,0,,0
e7eeef01-889d-430b-b059-be7d36c29d20,2026-08-17 22:30:15.245567,5fd0491e,fc80b0a8,2366.25,WALLET,DEV_LEGIT_a87edf35,192.168.30.0/24,57546,0,,0
4e485462-b3d2-4090-b37d-3e5dcdcac1d3,2026-08-13 11:47:16.103885,538a3f0f,cd886ac8,2667.42,WALLET,DEV_LEGIT_877f61b8,192.168.249.0/24,354427,0,,0
dbac95f6-a69f-4019-bf88-d6e1dccd34b9,2026-08-20 03:13:11.342116,5b23e14a,099a2f45,510.6,UPI,DEV_LEGIT_8fa70fe5,192.168.103.0/24,362259,0,,0
1b27edab-f356-42a5-b9d3-eeb74484c1cb,2026-08-15 02:59:54.377891,51b38e66,67615fff,3178.15,WALLET,DEV_LEGIT_1f3dbad8,192.168.245.0/24,190872,0,,0
50d1be31-0ab5-416f-ac5e-c8d14f00e51e,2026-08-08 01:07:15.899150,07812263,364ccc9c,7819.22,UPI,DEV_LEGIT_07e49e64,192.168.145.0/24,153201,0,,0
7c66b183-bef1-4ab0-b37b-2ef9a1ef71a7,2026-08-26 03:05:34.182395,57de99e4,ed3e8791,8720.23,UPI,DEV_LEGIT_770f6d5d,192.168.55.0/24,102950,1,,0
a04fae9c-c871-4477-96b0-6e21046a4928,2026-08-02 01:16:11.745973,0eec733a,d390079d,6353.63,UPI,DEV_LEGIT_4931f7be,192.168.153.0/24,75881,0,,0
e4dc73a2-2d63-4de0-b3fc-d77a2c2151c6,2026-08-22 18:35:10.425146,2f162812,f51cc89b,336.94,UPI,DEV_MULE_9120fb,10.0.8.0/24,15442,0,,0
ec54cf48-39e8-44b5-b324-b5420686c41c,2026-08-28 05:30:20.372585,9e539648,48a38208,434.09,UPI,DEV_LEGIT_8da26783,192.168.153.0/24,59641,0,,0
e74a8fc2-92b7-4075-901c-396df8b33a06,2026-08-07 18:43:28.231189,9e539648,56f15128,1138.68,WALLET,DEV_LEGIT_8da26783,192.168.153.0/24,401451,0,,0
d0596013-09a4-423b-9938-4571c1729553,2026-08-12 10:01:14.375885,9ab47beb,6a6da10b,920.81,BANK,DEV_LEGIT_75ce733b,192.168.103.0/24,390841,0,,0
4b0a26c8-d79b-4ded-a591-4a6897aa6423,2026-08-04 06:34:53.935284,2a4a14b1,a0246891,3385.99,WALLET,DEV_LEGIT_140e6f9f,192.168.90.0/24,194096,0,,0
e8bc8027-b1fa-4343-a2fd-296a18cd6150,2026-08-17 08:38:17.392370,96e7c8e0,48a38208,2859.27,BANK,DEV_LEGIT_be5d64f0,192.168.232.0/24,398208,0,,0
e15b470f-a9be-433e-ad0b-8dcf13f255ac,2026-08-05 10:44:00.206232,6d692953,722ac46a,12925.28,UPI,DEV_LEGIT_2309ca66,192.168.126.0/24,201298,0,,0
00fb2056-f956-4662-897e-e6a8af4ff40b,2026-07-29 14:56:24.476268,1613aa1a,7b3dd9fb,3429.02,UPI,DEV_LEGIT_6150dbb3,192.168.91.0/24,266952,0,,0
d24c5eb6-d945-4f91-aa90-46ac7c9067bb,2026-08-13 07:16:46.589256,15a0591a,5f552001,234.37,UPI,DEV_LEGIT_b956464a,192.168.104.0/24,228689,0,,0
07257028-f908-4333-82a0-32738ea1edde,2026-08-23 17:53:37.736676,336243c6,be1ac5d3,136.45,UPI,DEV_LEGIT_9be4e73f,192.168.108.0/24,367122,0,,0
b400309f-6d93-497d-9064-9d3cd8e139e9,2026-08-12 03:29:12.657748,3b9469bb,9a254bc7,403.23,UPI,DEV_LEGIT_9070da61,192.168.7.0/24,161689,0,,0
e8218c30-52dc-428d-bc1d-935a9f1e0200,2026-08-05 13:10:07.288368,e3e905e6,0316c600,1102.95,WALLET,DEV_LEGIT_a0355bc7,192.168.112.0/24,160507,0,,0
0ffbaa16-f28d-4824-9232-56d9476226ed,2026-07-29 22:29:40.131737,b7d77977,a16e606c,383.07,BANK,DEV_LEGIT_b3b65b73,192.168.9.0/24,18587,0,,0
ba62ea39-7ad7-4871-98a2-6de66fbf5a7e,2026-07-30 02:03:31.553871,529ae334,e9894f60,670.93,BANK,DEV_LEGIT_3aaf77df,192.168.227.0/24,403751,0,,0
5e310b10-bd60-4563-a178-2acf47fa30e7,2026-08-04 01:43:38.129952,81faacd9,e3e905e6,3681.34,WALLET,DEV_LEGIT_303c1bae,192.168.164.0/24,241984,0,,0
3a6af0b2-a5f1-4a50-94c0-037f83be1026,2026-08-13 11:21:26.760998,d98dbdc2,b90dc6fb,12047.94,BANK,DEV_LEGIT_b4b8dbd8,192.168.186.0/24,118787,0,,0
4e1ff192-fbce-44ed-bc6a-18fbd5df151c,2026-08-16 00:56:53.727049,edbfc17e,e4b95d50,174.3,WALLET,DEV_LEGIT_99120801,192.168.225.0/24,218106,0,,0
73633b04-142d-4833-96ac-12446ae426e9,2026-08-05 22:46:09.838065,89830381,7a082282,1626.14,UPI,DEV_LEGIT_0d521b56,192.168.40.0/24,279193,0,,0
28a8bb36-fc20-4213-a1a5-518d59433ab0,2026-08-24 18:20:15.057512,7a9704b1,cd886ac8,357.99,BANK,DEV_LEGIT_71cbf1ae,192.168.98.0/24,403654,0,,0
4a2c094d-25a3-4564-ada3-126ac00be17b,2026-08-22 18:47:48.412886,c17cd1b9,7b3dd9fb,166.49,UPI,DEV_LEGIT_d63e1922,192.168.241.0/24,242331,0,,0
0f015d97-7a86-4a74-8805-e7232e40a951,2026-08-26 23:54:46.643035,67615fff,336243c6,2453.58,BANK,DEV_LEGIT_18e9a34c,192.168.69.0/24,168480,0,,0
66cf8997-bdb6-437c-8c7d-abe789176c50,2026-08-11 16:45:21.317783,3b9469bb,e9894f60,685.27,UPI,DEV_LEGIT_9070da61,192.168.7.0/24,23008,0,,0
eb98428b-468a-49b3-ad65-28f623e33c98,2026-08-02 14:46:21.801611,b465d87a,e1e704bb,5327.51,BANK,DEV_LEGIT_fc04a9d8,192.168.24.0/24,103626,0,,0
c65b8d74-44e9-42e0-98d3-963c49ba9e9b,2026-08-01 18:24:52.420730,0eae8339,682a6ee7,327.11,UPI,DEV_LEGIT_a6fef08f,192.168.219.0/24,234532,0,,0
3520ac79-4aed-4d0d-8159-d730a085190b,2026-08-08 22:59:27.685456,364ccc9c,ef370b55,1341.1,BANK,DEV_LEGIT_75a5ae8e,192.168.64.0/24,285969,0,,0
998cf998-0053-4c68-9204-62b616dcc040,2026-08-22 05:31:18.397385,26f765ae,fc80b0a8,13398.3,UPI,DEV_LEGIT_01e193a6,192.168.185.0/24,273341,0,,0
c900b215-734f-4130-a82f-3e127cd97a28,2026-08-23 18:51:39.656852,407cdbe0,3272451d,80309.67,CRYPTO,DEV_MULE_24a671,10.0.4.0/24,80,0,CORR_aedd585e,1
14d859f2-5fa6-4824-bb5c-dd1d45532c79,2026-07-31 19:39:59.062792,e9894f60,562307b5,4464.94,WALLET,DEV_LEGIT_7d677ccb,192.168.102.0/24,348021,0,,0
1e6272f8-3052-4e31-9eef-260dd296c17d,2026-08-15 03:34:31.320443,64a41af2,285a73bf,732.87,WALLET,DEV_MULE_9120fb,10.0.8.0/24,25377,0,,0
09fcb188-a9e9-45b5-956f-4ec359da038e,2026-08-16 00:51:51.454768,e323daef,188d2e25,3241.53,BANK,DEV_LEGIT_4df8a312,192.168.211.0/24,242330,0,,0
1bacaa98-8cc1-4337-9117-8f9903e440c2,2026-08-15 01:31:25.502511,e4b95d50,a9ec9530,719.56,BANK,DEV_LEGIT_6104587d,192.168.189.0/24,367023,0,,0
82356883-a879-4579-a17e-2fc15e828d52,2026-08-17 03:33:44.925420,5337f0f8,a0971db1,154.48,UPI,DEV_LEGIT_c2a488ab,192.168.175.0/24,237515,0,,0
117bcfa0-3fc0-4fc5-8925-ad611657b18e,2026-08-04 16:55:12.252501,37da0dea,b4fd6cd1,1007.72,WALLET,DEV_LEGIT_dd1a62e4,192.168.250.0/24,198151,0,,0
46b7bbd8-30e3-4e3b-8763-23c869796b67,2026-08-25 11:51:17.582315,d0baedda,edbfc17e,7913.03,BANK,DEV_LEGIT_8bdba70e,192.168.50.0/24,248193,0,,0
58791f76-cbfb-4b7f-b7f9-34da6bc6155d,2026-08-25 18:56:43.178815,48398a52,26f765ae,2980.17,WALLET,DEV_LEGIT_34da1087,192.168.218.0/24,128499,0,,0
bef306aa-6bf5-43f5-8d1b-097bf37139d3,2026-07-31 09:36:05.131056,6c2a5a56,caec7563,2027.2,WALLET,DEV_LEGIT_2f2e95d5,192.168.93.0/24,348665,0,,0
42948c4d-a22f-4f36-8be5-07f0d996c625,2026-08-26 21:17:13.803545,37da0dea,07812263,2753.85,BANK,DEV_LEGIT_dd1a62e4,192.168.250.0/24,287046,0,,0
49ac105f-5b57-4747-9c2d-34b6db8404f0,2026-08-01 23:33:14.639969,ef370b55,8e8c07ce,512.48,UPI,DEV_LEGIT_26692536,192.168.29.0/24,14100,0,,0
d6aebfc5-aa52-4f1b-b2cc-e106a3a67191,2026-07-31 21:13:58.810791,a9ec9530,7a9704b1,3638.35,UPI,DEV_LEGIT_66879688,192.168.243.0/24,367307,0,,0
95574b4c-56a4-44ba-8e16-78bb7886b634,2026-08-09 05:13:49.313743,4af98049,caec7563,2366.3,WALLET,DEV_LEGIT_ccbc75a4,192.168.140.0/24,149572,0,,0
117bbea9-8cd3-4a9d-a367-08f70a2ffd97,2026-08-23 08:42:52.158874,1613aa1a,33315a16,3124.61,UPI,DEV_LEGIT_6150dbb3,192.168.91.0/24,31978,0,,0
fe14931b-5261-4086-a663-d44544c6b6a6,2026-08-20 02:22:27.846765,eb2bfcfe,d0baedda,3981.11,UPI,DEV_LEGIT_23e26877,192.168.77.0/24,249864,0,,0
e0e06138-76ca-427e-892e-c1e19c6252da,2026-07-31 13:40:38.182318,fafc5cbc,07812263,9990.55,UPI,DEV_LEGIT_e5ffdba6,192.168.226.0/24,385190,1,,0
b43b4491-cc91-4a19-b12c-2b5c3c40b999,2026-08-07 06:50:54.137103,8480aa61,c17cd1b9,825.17,BANK,DEV_LEGIT_a10f81cf,192.168.113.0/24,278890,0,,0
460d46e3-2956-48a2-ab27-177f80ac259b,2026-08-19 07:33:43.637334,e17fe9a5,33ac3327,2547.75,UPI,DEV_LEGIT_4c8814f9,192.168.172.0/24,70405,0,,0
372aea98-deb9-49cb-80fd-6a338eebddac,2026-08-18 07:52:23.391857,e9894f60,c4064e1f,8905.01,WALLET,DEV_LEGIT_7d677ccb,192.168.102.0/24,330648,1,,0
b9881490-0c08-48b3-b2df-5b3d121db371,2026-08-20 18:33:10.518121,fc80b0a8,60fb2c0f,4947.95,WALLET,DEV_LEGIT_38abb312,192.168.243.0/24,374254,0,,0
b49fceeb-3376-410b-a178-8cb78594cc22,2026-08-03 09:45:29.904664,5337f0f8,a77327c3,1398.45,BANK,DEV_LEGIT_c2a488ab,192.168.175.0/24,44157,0,,0
9c4a987a-140d-4a41-96f4-ecfef8505563,2026-08-26 10:49:02.561652,e9894f60,67d9da38,1353.56,UPI,DEV_LEGIT_7d677ccb,192.168.102.0/24,23436,0,,0
f729a171-74c2-4d8c-acbb-5515763fb02e,2026-08-22 22:17:16.084003,336243c6,48dcdcc1,48.26,UPI,DEV_LEGIT_9be4e73f,192.168.108.0/24,32264,0,,0
57afaa41-0143-4523-8330-f3ea4e54ac2b,2026-08-20 23:01:13.298060,81458f5a,0eae8339,15609.47,UPI,DEV_LEGIT_ac8c3217,192.168.16.0/24,360648,0,,0
fd5e28d4-8c3f-43d6-b108-3de99b7fde6e,2026-08-24 11:58:10.646411,02ba7f87,f365eca1,647.21,WALLET,DEV_MULE_7e09e3,10.0.6.0/24,6258,0,,0
fe5870b6-5666-4737-b194-c8ac3c79ad6c,2026-07-31 16:05:39.172602,b4979524,1dbc9ec4,5028.72,UPI,DEV_LEGIT_297e631e,192.168.195.0/24,233983,0,,0
50289f89-d647-4ebf-a031-28fd934370f9,2026-08-04 21:14:31.021948,53b2deac,9400de6c,5088.14,UPI,DEV_LEGIT_571de76c,192.168.207.0/24,135727,0,,0
6f50f883-ea78-4c48-9814-71f269ae9b46,2026-08-25 09:34:34.593818,02f9e62c,0eec733a,3346.69,BANK,DEV_LEGIT_ee4e6a87,192.168.243.0/24,104836,0,,0
07b559c2-be6e-4c53-9d3a-d46fdf093ddc,2026-08-13 16:09:48.419852,2b92a337,48dcdcc1,898.12,BANK,DEV_LEGIT_b02ce56d,192.168.156.0/24,329184,0,,0
f61bf537-6242-45f0-9464-f2452309330b,2026-08-23 14:01:13.531767,c63f1b71,70bc1fb6,948.45,WALLET,DEV_LEGIT_0893fd4c,192.168.245.0/24,56702,0,,0
ddca687e-6db2-4326-848f-26c466dbb288,2026-08-22 18:22:04.140144,64a41af2,c50da26f,9538.92,BANK,DEV_MULE_9120fb,10.0.8.0/24,283,1,,1
3977cfd4-4778-4c84-a5d8-acf06aa24644,2026-08-08 23:02:05.111778,2da16537,568e00e3,7631.92,UPI,DEV_LEGIT_1ea832ce,192.168.242.0/24,324774,0,,0
65e84372-9789-49bd-a97a-5658e28d1263,2026-08-23 04:16:47.742336,87401e1f,f3062bcb,5077.47,UPI,DEV_LEGIT_cdf20474,192.168.37.0/24,48591,0,,0
c1bd5b0b-3040-4e73-9eca-e9ee720a889d,2026-08-08 22:21:54.014139,6d8f9306,5f552001,430.5,UPI,DEV_LEGIT_6b73b942,192.168.134.0/24,220676,0,,0
4afb5cce-ed71-4942-b9e9-d8688398b83b,2026-08-13 19:56:39.791557,0224ccc8,7a917f1f,871.42,BANK,DEV_LEGIT_ef0ffd70,192.168.41.0/24,334174,0,,0
01770dac-d6b0-4784-86cd-d5d67683693c,2026-08-17 02:49:31.352069,9ab47beb,2a4a14b1,2254.36,BANK,DEV_LEGIT_75ce733b,192.168.103.0/24,293388,0,,0
63cb43a1-4855-4d9c-bd27-9fd33f7f5418,2026-07-30 05:59:06.223983,c7760bea,8a55eb3f,793.51,UPI,DEV_LEGIT_7cacc2ae,192.168.115.0/24,54983,0,,0
43d2d9fa-bf97-43df-afd2-5a2f202e6554,2026-08-21 06:08:21.792496,1dbc9ec4,ea3d58eb,1241.11,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,120224,0,,0
c255d7a9-bf31-4689-88a8-7343d0d16243,2026-08-18 21:44:59.902472,fafc5cbc,d5bf5fa0,1247.57,UPI,DEV_LEGIT_e5ffdba6,192.168.226.0/24,421991,0,,0
6569218d-b4cd-41ef-8c78-a464a6d9bd27,2026-08-15 06:14:23.054412,c7760bea,9a9baa2f,1045.92,WALLET,DEV_LEGIT_7cacc2ae,192.168.115.0/24,72011,0,,0
0c969318-4f91-435e-9314-370200641d68,2026-08-13 08:27:29.335865,22561856,7f58a128,737.56,UPI,DEV_LEGIT_619a818f,192.168.172.0/24,162264,0,,0
1c6320dd-7e1e-489d-86f5-9ec3436d2f80,2026-07-29 17:09:01.697696,7f58a128,a0246891,833.23,WALLET,DEV_LEGIT_b1fd60fa,192.168.156.0/24,307570,0,,0
cbe4e95a-d6ed-45fe-b2e3-74a142fdb84f,2026-08-02 13:21:48.888458,67615fff,323924d3,835.26,WALLET,DEV_LEGIT_18e9a34c,192.168.69.0/24,74785,0,,0
f79d58cf-72aa-42e2-9cf8-e2800124c900,2026-08-21 04:16:01.912932,e1e704bb,f71e13d7,8725.74,UPI,DEV_LEGIT_9e401f3f,192.168.173.0/24,258676,1,,0
80dcb64e-0aee-4d09-ae93-1fa3aa34c845,2026-08-24 06:52:09.247658,5a91323e,5337f0f8,832.23,BANK,DEV_LEGIT_312c7f07,192.168.96.0/24,314997,0,,0
2ec4fd88-7c6a-4eb8-941f-00e4177a5fc1,2026-08-27 22:27:58.569053,323924d3,8e8c07ce,1123.86,UPI,DEV_LEGIT_fe139af6,192.168.170.0/24,131310,0,,0
d23bc810-2680-42dc-8fe5-e5802f71ef17,2026-08-12 02:10:42.144083,c4064e1f,eb2bfcfe,497.51,UPI,DEV_LEGIT_64fe4283,192.168.138.0/24,293513,0,,0
790559f4-117f-4f99-bc25-46b964939527,2026-08-23 00:23:04.735441,a6cbddac,26f765ae,2247.81,UPI,DEV_LEGIT_a42bd8de,192.168.175.0/24,25116,0,,0
d1b4a341-ace8-4a16-9539-fbe24ef73c08,2026-08-10 23:53:31.916979,529ae334,c17cd1b9,829.54,WALLET,DEV_LEGIT_3aaf77df,192.168.227.0/24,253452,0,,0
d6f32371-44ff-4498-9e25-b4d1d30e735d,2026-08-11 04:33:33.294257,67615fff,c6d4b1e6,1533.12,BANK,DEV_LEGIT_18e9a34c,192.168.69.0/24,105164,0,,0
dfdab7bc-0da5-4b35-84f0-e64ea5a6ac77,2026-08-03 09:00:26.881619,9e46fd63,0eec733a,1389.08,WALLET,DEV_LEGIT_cc9f3e1a,192.168.19.0/24,128802,0,,0
f4b1ba37-aa65-49d8-a011-da532dde8cb3,2026-08-01 03:19:32.363147,6d692953,bf6a52a0,692.34,UPI,DEV_LEGIT_2309ca66,192.168.126.0/24,72652,0,,0
8add8a92-808f-4b6b-ba6f-f9e72b4d53e5,2026-08-24 21:27:53.098455,455e7c81,595ea445,62903.16,UPI,DEV_MULE_24a671,10.0.4.0/24,90,0,CORR_5d0ce863,1
20ee2e95-5095-4b9c-b693-a3d11a6d0db3,2026-08-17 13:26:03.632446,1dbc9ec4,0a84fde8,1019.25,BANK,DEV_LEGIT_b643c07d,192.168.154.0/24,14100,0,,0
37f1fc24-4260-4a2d-a9ec-d1151b768acb,2026-08-05 12:20:50.433732,60fb2c0f,b7d77977,567.08,UPI,DEV_LEGIT_ef346e13,192.168.240.0/24,313099,0,,0
849c268a-9ff8-49ba-be6e-46203a960352,2026-08-03 10:23:56.646559,1dbc9ec4,8a98ef15,1119.28,UPI,DEV_LEGIT_b643c07d,192.168.154.0/24,25529,0,,0
c78f782f-7376-4edf-9084-0688607f2d87,2026-08-11 22:26:23.697019,65de581d,ea3d58eb,602.13,UPI,DEV_LEGIT_e0912aaf,192.168.222.0/24,293267,0,,0
58c8bed7-6d96-4f3a-85af-292143a24bd9,2026-08-14 09:30:50.220279,0e3483f1,c4064e1f,2365.03,UPI,DEV_LEGIT_0b50aff0,192.168.1.0/24,62592,0,,0
65418925-e1ce-4a5f-a82c-525470de9208,2026-08-06 04:20:42.723478,14c36c55,f51cc89b,5321.55,UPI,DEV_LEGIT_518272e9,192.168.231.0/24,389049,0,,0
7947e82f-947c-455c-89f4-080a4a24bad1,2026-08-10 19:51:13.478941,81458f5a,a77327c3,801.71,UPI,DEV_LEGIT_ac8c3217,192.168.16.0/24,335600,0,,0
1c7048f2-3497-4e06-a566-0587f7e06d22,2026-08-14 16:02:53.253936,2ed91498,e5dc7b70,9472.14,UPI,DEV_LEGIT_753c4220,192.168.216.0/24,96825,1,,0
2dee80aa-ebfe-4865-b46e-5efb7a32c85a,2026-08-14 00:55:59.007683,5f17d90d,fcd43191,748.27,WALLET,DEV_LEGIT_af0ad2a5,192.168.157.0/24,69148,0,,0
3ce8edec-05eb-4548-90bc-6ca1a0181581,2026-08-16 04:56:58.875987,9e941eea,33ac3327,17608.76,UPI,DEV_LEGIT_eb5e12c2,192.168.213.0/24,203303,0,,0
b850ab14-df71-4991-a2fc-34b66fa2db46,2026-08-20 01:37:27.017324,e9dc90f0,51b38e66,1741.9,UPI,DEV_LEGIT_cd8fa7c3,192.168.80.0/24,126908,0,,0
7ec7a21d-be3d-4a7b-b4ce-69fa087ce48f,2026-07-31 02:43:09.840503,2da16537,0eec733a,1301.42,BANK,DEV_LEGIT_1ea832ce,192.168.242.0/24,41374,0,,0
9b4822e1-14c1-4f51-8836-95d1ca8406fa,2026-07-31 01:22:22.317485,1099805d,22561856,7078.22,WALLET,DEV_LEGIT_be24b3b0,192.168.56.0/24,145314,0,,0
74e141aa-ba80-4333-ae8e-20fbf761e757,2026-08-12 10:32:15.984742,6d692953,38dfc8fe,754.76,UPI,DEV_LEGIT_2309ca66,192.168.126.0/24,216296,0,,0
8bcacd04-a5dd-4e84-9bdd-cd0d46ec1162,2026-08-09 11:25:34.651696,ce117433,6c2a5a56,130.59,UPI,DEV_LEGIT_d4adf92a,192.168.158.0/24,117646,0,,0
9df8b27b-e3ba-4e56-a829-cebec21cfd24,2026-08-27 00:21:48.030718,a5f778c0,fafc5cbc,1346.86,BANK,DEV_LEGIT_ae7110bf,192.168.190.0/24,268654,0,,0
9dfe6272-be96-4450-b565-d930deb23718,2026-08-18 21:09:46.706553,e17fe9a5,568e00e3,6451.76,UPI,DEV_LEGIT_4c8814f9,192.168.172.0/24,258021,0,,0
6a8c6879-3344-4b24-b8c0-3b1051eb470b,2026-08-24 19:12:39.018065,b9ab3060,60fb2c0f,1691.45,WALLET,DEV_LEGIT_b00ec7cd,192.168.68.0/24,73959,0,,0
