session_id,event_id,agent_id,developer_id,consent_id,consent_type,max_amount,allowed_merchant_categories,time_window_start,time_window_end,token_id,nonce,task_id,token_context_hash,event_context_hash,issued_at,used_at,merchant_id,merchant_category,amount,currency,device_fingerprint,ip_address,geo_label,geo_lat,geo_lon,channel,label,drift_profile,pair_id
sess_8fb79eaae9c4,evt_e20d4b407a84,agent_amazon_rufus,dev_amazon,consent_36f5d4eb4b6e,recurring,1396.3,grocery,2026-08-19T04:00:00+00:00,2026-08-20T04:00:00+00:00,tok_81faa585255c,eb9b91df2b42474db30534f60d319cae,task_8376da9ac594,32865e60f3bd69601859d12141a2a283d4c089aa5483b9f956dae2e25405709a,e3ca6296960039f2ec391820a10baa3bfde91b8f94696c990601276f10eb4050,2026-08-19T04:22:00+00:00,2026-08-19T07:47:26.980592+00:00,merch_newegg,electronics,252.52,EUR,dev_90558b0bd4aa,169.210.124.233,"Singapore,SG",1.3521,103.8198,agent-app,T2,n/a,sess_8fb79eaae9c4
sess_eea4d7f3b166,evt_be9b84edd64c,agent_amazon_rufus,dev_amazon,consent_ab9cd40f15bb,recurring,98.05,subscription,2026-08-06T21:00:00+00:00,2026-08-13T21:00:00+00:00,tok_73b873b6d91e,6d5ac8c933f44d66acbda6cd04058e2b,task_6ec32a67dcec,88ea51d804de6d6d664012415ac4e2a02c48ff16676e4d8a0aefa8b584701c19,88ea51d804de6d6d664012415ac4e2a02c48ff16676e4d8a0aefa8b584701c19,2026-08-06T21:18:00+00:00,2026-08-12T14:14:37.076685+00:00,merch_spotify,subscription,87.49,USD,dev_646387b4a21a,92.88.82.18,"Berlin,DE",52.52,13.405,agent-web,legitimate,n/a,sess_eea4d7f3b166
sess_c19a45ea49f5,evt_002b5d88880a,agent_braintree_flow,dev_braintree_partner,consent_1e5e7aad443b,recurring,273.99,apparel;grocery,2026-08-19T22:00:00+00:00,2026-08-20T22:00:00+00:00,tok_c0f9aad4128b,e3d5cb97766c49dd82bc0176de847467,task_09c813af182a,cb80ffad11951d757d70fd247e63e4ce9c84f8280574211c8c7190b306f4f3bb,cb80ffad11951d757d70fd247e63e4ce9c84f8280574211c8c7190b306f4f3bb,2026-08-19T22:15:00+00:00,2026-08-19T22:22:22+00:00,merch_wholefoods,grocery,88.73,USD,dev_4e1d7810b136,70.23.183.157,"Mumbai,IN",19.076,72.8777,agent-to-agent,legitimate,n/a,sess_c19a45ea49f5
sess_36622db2011e,evt_56a444cf9332,agent_braintree_flow,dev_braintree_partner,consent_ca669298af56,single-use,1360.32,subscription,2026-08-03T19:00:00+00:00,2026-08-06T19:00:00+00:00,tok_b65c0ed5c982,b2da5d23c39040128092ef9c963d06f2,task_479f4f37117a,6eab765b1a3b68d32f3d058740562d059401a38a435f929ff25ac1f912604c1e,6eab765b1a3b68d32f3d058740562d059401a38a435f929ff25ac1f912604c1e,2026-08-03T19:13:00+00:00,2026-08-03T19:16:48+00:00,merch_netflix,subscription,537.52,USD,dev_686245791303,76.1.150.130,"Paris,FR",48.8566,2.3522,agent-web,legitimate,n/a,sess_36622db2011e
sess_f9229a1146d8,evt_1aadd139fdf0,agent_manus_auto,dev_manus_inc,consent_18c14c454267,recurring,934.37,electronics;entertainment,2026-08-20T05:00:00+00:00,2026-08-27T05:00:00+00:00,tok_1c6b142de425,90d376b9bac047f181a7f208b2bd0364,task_806fe3c4b8cd,a876d74258fc466f68f23a359d7e08d120959e2ecf47596e6dd6c1399ca17a4e,a876d74258fc466f68f23a359d7e08d120959e2ecf47596e6dd6c1399ca17a4e,2026-08-20T05:08:00+00:00,2026-08-20T05:15:34+00:00,merch_ticketmaster,entertainment,500.91,USD,dev_454b444c9ae7,110.96.83.203,"Paris,FR",48.8566,2.3522,agent-web,legitimate,n/a,sess_f9229a1146d8
sess_fa2444e6825f,evt_fc88950c612c,agent_ibm_watsonx_pay,dev_ibm,consent_fc7bfc18d16e,single-use,447.83,apparel,2026-08-04T12:00:00+00:00,2026-08-11T12:00:00+00:00,tok_e9945847fafd,13e39e8097e7425bb81ecac88427fc8d,task_aeedd93f6fa8,156ee38f442855e49c02a1e112192021dd9d420cf2320b1ade59e3ae6ba7cd27,156ee38f442855e49c02a1e112192021dd9d420cf2320b1ade59e3ae6ba7cd27,2026-08-04T12:18:00+00:00,2026-08-04T12:25:12+00:00,merch_uniqlo,apparel,373.93,USD,dev_0654004523ed,77.227.37.153,"Mumbai,IN",19.076,72.8777,agent-to-agent,legitimate,n/a,sess_fa2444e6825f
sess_965ba155e4bb,evt_cec4973766f8,agent_msft_copilot_pay,dev_microsoft,consent_9c2d212c619d,recurring,797.9,grocery,2026-08-14T07:00:00+00:00,2026-08-17T07:00:00+00:00,tok_8ae709379270,047e0b0d8e5d4638af227dfc8b8485c7,task_f73448184e3a,094ca8a78e57c409209c26f66191348fcdf8fc20a666bed569a08ea29aead7c1,094ca8a78e57c409209c26f66191348fcdf8fc20a666bed569a08ea29aead7c1,2026-08-14T07:12:00+00:00,2026-08-14T07:14:49+00:00,merch_instacart,grocery,289.03,USD,dev_f316592d4c71,210.116.254.226,"New York,US",40.7128,-74.006,agent-app,legitimate,n/a,sess_965ba155e4bb
sess_296363804178,evt_6e6e0f67c4bf,agent_manus_auto,dev_manus_inc,consent_30cebe9f6cd1,single-use,897.65,grocery,2026-08-04T00:00:00+00:00,2026-08-05T00:00:00+00:00,tok_72117d1bd1d9,dce82b1e01414112b46ac69dbfbf5c35,task_e09798d892df,041692f665a7770ae72fa68a1a92c4dd9e2a65cc1c4b82e9bf444962950be1a2,041692f665a7770ae72fa68a1a92c4dd9e2a65cc1c4b82e9bf444962950be1a2,2026-08-04T00:03:00+00:00,2026-08-04T18:22:58.879139+00:00,merch_wholefoods,grocery,531.92,USD,dev_85a71d403e31,3.186.85.253,"New York,US",40.7128,-74.006,agent-web,legitimate,n/a,sess_296363804178
sess_42fdb603b1bf,evt_306645ec1177,agent_manus_auto,dev_manus_inc,consent_43c0eca7c356,single-use,34.88,home_goods,2026-08-08T06:00:00+00:00,2026-08-11T06:00:00+00:00,tok_5766f4acf5d7,e3066ffd2eca47ed96554d150a7e0641,task_e0ddfb4e30b6,f3a9c44bcc04bcdcbeab464b5711a852a8d77f053da372e7466d19f41431642a,f3a9c44bcc04bcdcbeab464b5711a852a8d77f053da372e7466d19f41431642a,2026-08-08T06:05:00+00:00,2026-08-11T02:18:56.619734+00:00,merch_wayfair,home_goods,15.07,EUR,dev_9f6d6d46e2bc,183.120.26.69,"Mumbai,IN",19.076,72.8777,agent-web,T4,full_hard,sess_42fdb603b1bf
sess_26883fff36d7,evt_600d3b3f9b02,agent_braintree_flow,dev_braintree_partner,consent_d99e97679e7e,single-use,1303.21,travel,2026-08-16T23:00:00+00:00,2026-08-19T23:00:00+00:00,tok_e390fefa1b5f,50c6649fefdc44c289ab5f896ccc6c97,task_aec96db73499,43dac71cfdae9027b352a7cfc306d2465e2871602ef8f3bfa851490ef353fcbf,43dac71cfdae9027b352a7cfc306d2465e2871602ef8f3bfa851490ef353fcbf,2026-08-16T23:05:00+00:00,2026-08-16T23:12:28+00:00,merch_airbnb,travel,730.2,GBP,dev_ba0ce8ab88ff,69.221.116.80,"Paris,FR",48.8566,2.3522,agent-web,legitimate,n/a,sess_26883fff36d7
sess_e817c2b199e8,evt_6d7c0717cc50,agent_perplexity_comm,dev_perplexity,consent_3a2cb3c862ec,single-use,1442.98,dining,2026-08-15T12:00:00+00:00,2026-08-15T13:00:00+00:00,tok_18494dde050b,bd8705cd5362492da360fc01bb5e133c,task_c1cca3aba400,bea6d270c4e88d2cbe4594cb7a802be6f8c5d6faf27da22d300346cd7b5b0f5c,bea6d270c4e88d2cbe4594cb7a802be6f8c5d6faf27da22d300346cd7b5b0f5c,2026-08-15T12:08:00+00:00,2026-08-19T12:40:05.765111+00:00,merch_doordash,dining,737.82,USD,dev_13bd3c724838,159.114.255.63,"New Delhi,IN",28.6139,77.209,agent-app,T3,obvious,sess_e817c2b199e8
sess_cfee478bfc43,evt_3e5b430c1f5d,agent_openai_shopgpt,dev_openai,consent_54a81a334520,single-use,1162.38,home_goods;subscription,2026-08-15T04:00:00+00:00,2026-08-15T05:00:00+00:00,tok_c984c0ef16c2,40b95d43b48d43588a8512634d89ad97,task_c922a9214430,5ab6c1165dc115388d871110ac0a4140e0f955ba605a49c3ab376162f92b70fe,5ab6c1165dc115388d871110ac0a4140e0f955ba605a49c3ab376162f92b70fe,2026-08-15T04:01:00+00:00,2026-08-15T04:03:56+00:00,merch_spotify,subscription,124.24,INR,dev_3dd346b2b791,40.66.198.7,"New York,US",40.7128,-74.006,agent-to-agent,legitimate,n/a,sess_cfee478bfc43
sess_63590e188e0a,evt_e5b9481d51f7,agent_braintree_flow,dev_braintree_partner,consent_c7aab28feabe,recurring,1290.46,subscription,2026-08-21T12:00:00+00:00,2026-08-21T13:00:00+00:00,tok_b9b76d5e112a,70ee9985de4e429baa7f61c238b94153,task_e359b121462a,1934d3de5ac9166f9e82991beefe3f1dacf8cce8d63b0064197286f30a236d34,1934d3de5ac9166f9e82991beefe3f1dacf8cce8d63b0064197286f30a236d34,2026-08-21T12:28:00+00:00,2026-08-21T12:38:10.308693+00:00,merch_spotify,subscription,529.49,EUR,dev_9983f6c3a89a,28.65.49.42,"Paris,FR",48.8566,2.3522,agent-app,legitimate,n/a,sess_63590e188e0a
sess_c3a0c50ff4ea,evt_fb0c31c48ad7,agent_braintree_flow,dev_braintree_partner,consent_79f20e7b0a2e,single-use,370.93,apparel;grocery,2026-08-19T19:00:00+00:00,2026-08-20T01:00:00+00:00,tok_bf4b920ca4fe,22f95b330ea44068be7ba74b5cab703b,task_8c10cbf359c7,22b7348123f4dfc38090c591acd9cd4a92aa6401aa1aa15f0335939b0813bfbf,22b7348123f4dfc38090c591acd9cd4a92aa6401aa1aa15f0335939b0813bfbf,2026-08-19T19:28:00+00:00,2026-08-19T19:28:55+00:00,merch_instacart,grocery,334.89,EUR,dev_0936bf580811,80.56.141.248,"Paris,FR",48.8566,2.3522,agent-app,legitimate,n/a,sess_c3a0c50ff4ea
sess_6ec1243b6260,evt_1a836c5a95bf,agent_msft_copilot_pay,dev_microsoft,consent_acc10010b495,recurring,106.17,grocery,2026-08-01T10:00:00+00:00,2026-08-04T10:00:00+00:00,tok_4a5981c8c726,0eed694eba9c48c4b54d336b70e5813d,task_01f6c665f5fc,1154f65af4bf15e0962ba1fa1e003b6920e3da2e6886ec9eeb15b7d7238396b1,1154f65af4bf15e0962ba1fa1e003b6920e3da2e6886ec9eeb15b7d7238396b1,2026-08-01T10:11:00+00:00,2026-08-01T10:12:03+00:00,merch_wholefoods,grocery,46.87,USD,dev_f95b9d34fec5,169.128.124.142,"Paris,FR",48.8566,2.3522,agent-app,legitimate,n/a,sess_6ec1243b6260
sess_53ddaaee9c4f,evt_b0144790f801,agent_amazon_rufus,dev_amazon,consent_aca756868c08,recurring,87.8,apparel,2026-08-21T05:00:00+00:00,2026-08-21T11:00:00+00:00,tok_0404ec47793d,84a4ea9229af4b2898a123334f76559c,task_46fe11c17403,f0e91b04025564810bfa93a5d3cc6ec8d22ba670dcde972702e05f028776c537,f0e91b04025564810bfa93a5d3cc6ec8d22ba670dcde972702e05f028776c537,2026-08-21T05:21:00+00:00,2026-08-21T08:44:04.272147+00:00,merch_uniqlo,apparel,66.26,INR,dev_690023ae46aa,192.85.254.64,"Paris,FR",48.8566,2.3522,agent-to-agent,legitimate,n/a,sess_53ddaaee9c4f
sess_d76ea9a77868,evt_c4b213639f2d,agent_ibm_watsonx_pay,dev_ibm,consent_71ae483ad986,recurring,840.44,grocery,2026-08-20T22:00:00+00:00,2026-08-21T22:00:00+00:00,tok_81f93e2b1d39,4c1ee94179c143678667bd33744cc613,task_d9052abe3ca4,cd3a469f4e1f6e24ec4318b5d8c0ac78de0c150a69e22e8a8a4aec596e7ccef2,cd3a469f4e1f6e24ec4318b5d8c0ac78de0c150a69e22e8a8a4aec596e7ccef2,2026-08-20T22:01:00+00:00,2026-08-20T22:10:26+00:00,merch_wholefoods,grocery,348.88,USD,dev_2deb6914c8c5,4.91.229.245,"New Delhi,IN",28.6139,77.209,agent-web,legitimate,n/a,sess_d76ea9a77868
sess_827dad2c9099,evt_11a93bd1181d,agent_manus_auto,dev_manus_inc,consent_8f306724e585,recurring,1444.67,dining,2026-08-20T02:00:00+00:00,2026-08-20T08:00:00+00:00,tok_8e9f9b8869a5,8f19dad9b6824510a7fd85ad4d854416,task_6d604acd4810,680ac1f4d6cca6965e949e11bcb90bbd860e61c7d82063bac00da30d0f4dbaa3,680ac1f4d6cca6965e949e11bcb90bbd860e61c7d82063bac00da30d0f4dbaa3,2026-08-20T02:17:00+00:00,2026-08-20T02:21:48+00:00,merch_doordash,dining,1231.33,USD,dev_40269307b670,108.151.237.42,"New Delhi,IN",28.6139,77.209,agent-web,legitimate,n/a,sess_827dad2c9099
sess_e3a0904cccbf,evt_32dd207f13de,agent_openai_shopgpt,dev_openai,consent_869e7b9c25db,recurring,1448.4,apparel,2026-08-16T17:00:00+00:00,2026-08-19T17:00:00+00:00,tok_b3653b88c3d2,3651cfdecd8445809899dea34070413c,task_94f055aa69e4,ee15e904fc2441c30b1b542cc72926d972e5dafbfedba2e83dffb036e47234bb,ee15e904fc2441c30b1b542cc72926d972e5dafbfedba2e83dffb036e47234bb,2026-08-16T17:22:00+00:00,2026-08-16T17:25:28+00:00,merch_uniqlo,apparel,236.18,USD,dev_3563a22b81e0,44.204.107.242,"Tokyo,JP",35.6762,139.6503,agent-app,legitimate,n/a,sess_e3a0904cccbf
sess_6533f7e7bacb,evt_bfe9590e27b7,agent_amazon_rufus,dev_amazon,consent_95074bb5f90e,single-use,74.54,dining;travel,2026-08-02T18:00:00+00:00,2026-08-03T00:00:00+00:00,tok_4f17d8824d61,872ae722adc14b20a19acf6be950dc02,task_1fffcda5e97f,b431f33eec8923f5c836d875a1d84a860333b308dbacb917d36dfdcc6b5c4485,b431f33eec8923f5c836d875a1d84a860333b308dbacb917d36dfdcc6b5c4485,2026-08-02T18:09:00+00:00,2026-08-02T20:54:49.171866+00:00,merch_airbnb,travel,21.3,USD,dev_601f0dd1654a,7.15.219.152,"San Francisco,US",37.7749,-122.4194,agent-to-agent,legitimate,n/a,sess_6533f7e7bacb
sess_61f35470b2d6,evt_931667f8e429,agent_manus_auto,dev_manus_inc,consent_8ee51063fa61,single-use,808.91,apparel;home_goods,2026-08-17T22:00:00+00:00,2026-08-17T23:00:00+00:00,tok_48a119f46736,991a0722bc0849b8b6dcaf961d2efb82,task_b93f026dc99b,3ebbeea6651facd66fb42f6f22292dc35edfc41e48ef52fc02b714775720a58d,3ebbeea6651facd66fb42f6f22292dc35edfc41e48ef52fc02b714775720a58d,2026-08-17T22:29:00+00:00,2026-08-17T22:40:21.379524+00:00,merch_zara,apparel,342.42,USD,dev_cae9e011b78c,218.128.204.69,"Singapore,SG",1.3521,103.8198,agent-to-agent,legitimate,n/a,sess_61f35470b2d6
sess_9ea7994aa930,evt_939c57e4aec5,agent_manus_auto,dev_manus_inc,consent_2cd636ee02d4,single-use,1312.76,grocery,2026-08-13T04:00:00+00:00,2026-08-16T04:00:00+00:00,tok_c7d5a37be009,a51b317aa258466795942bc7499e1a6e,task_f01a495852d3,197e73e6e44e4f51f36a254bebf31e0e8512ef75b72b70ba7eaaac07c8c3fb37,197e73e6e44e4f51f36a254bebf31e0e8512ef75b72b70ba7eaaac07c8c3fb37,2026-08-13T04:22:00+00:00,2026-08-13T18:48:18.550251+00:00,merch_instacart,grocery,250.7,USD,dev_76c278461cf7,194.85.133.147,"Tokyo,JP",35.6762,139.6503,agent-to-agent,legitimate,n/a,sess_9ea7994aa930
sess_d3bb067deea7,evt_17a5799ea34e,agent_manus_auto,dev_manus_inc,consent_3428a9739085,single-use,117.85,home_goods,2026-08-10T15:00:00+00:00,2026-08-17T15:00:00+00:00,tok_a6347a2ac847,e54a398a699047939c68eb77cc3dc552,task_1035548e6e69,8c5338d750b94829352025c6ffcac3a3eade0146f9f4ea5c8d9b671888ec048b,8c5338d750b94829352025c6ffcac3a3eade0146f9f4ea5c8d9b671888ec048b,2026-08-10T15:12:00+00:00,2026-08-17T05:06:47.047449+00:00,merch_ikea,home_goods,97.44,USD,dev_98c09dfeb243,183.5.48.220,"Paris,FR",48.8566,2.3522,agent-to-agent,legitimate,n/a,sess_d3bb067deea7
sess_73b35df11433,evt_2d0a0c635bf1,agent_manus_auto,dev_manus_inc,consent_ef2675c346bd,recurring,342.78,grocery,2026-08-20T06:00:00+00:00,2026-08-20T07:00:00+00:00,tok_6cdeba2cf43f,a40eb03685b54af7be54f0af7e0b811a,task_27086f7df7b2,0efaaafaea033815093e965ff14fa4bea87f15715f014dc08a06d9157908455f,0efaaafaea033815093e965ff14fa4bea87f15715f014dc08a06d9157908455f,2026-08-20T06:30:00+00:00,2026-08-20T06:36:07+00:00,merch_instacart,grocery,11.12,USD,dev_cbaf46809112,75.202.17.205,"Singapore,SG",1.3521,103.8198,agent-app,legitimate,n/a,sess_73b35df11433
sess_7fa3818b50d5,evt_3b9e135a3308,agent_ibm_watsonx_pay,dev_ibm,consent_d91e61e3f163,single-use,306.72,apparel,2026-08-04T02:00:00+00:00,2026-08-11T02:00:00+00:00,tok_8dc4afb93f08,7a16151089284abab8f041cc425b0d4a,task_491cdefe94f7,754a039d433f0fb0d52d4592132deb80256f5838b3df4ce989583784f0bfa1b4,754a039d433f0fb0d52d4592132deb80256f5838b3df4ce989583784f0bfa1b4,2026-08-04T02:11:00+00:00,2026-08-07T12:44:21.710584+00:00,merch_zara,apparel,253.09,INR,dev_be498dc6f091,176.231.36.87,"New York,US",40.7128,-74.006,agent-app,T1,obvious,sess_7fa3818b50d5
sess_81ae737de595,evt_3aaee9fd533a,agent_ibm_watsonx_pay,dev_ibm,consent_d701c7d90e96,single-use,787.09,grocery,2026-08-02T11:00:00+00:00,2026-08-09T11:00:00+00:00,tok_faf79a4516d2,fa156a61c8e6452ab5e76cfdc4797d3c,task_7391c90880c4,c625b3c64353c6caf04b9b9eb1df8755b35919433c37769b7c76799341eb5772,c625b3c64353c6caf04b9b9eb1df8755b35919433c37769b7c76799341eb5772,2026-08-02T11:22:00+00:00,2026-08-02T11:31:35+00:00,merch_instacart,grocery,65.7,USD,dev_d8cf4406be47,199.56.64.214,"San Francisco,US",37.7749,-122.4194,agent-app,legitimate,n/a,sess_81ae737de595
sess_5ca038feafaf,evt_1f95ac6ec8c8,agent_braintree_flow,dev_braintree_partner,consent_dbad3610e047,single-use,980.97,dining,2026-08-15T22:00:00+00:00,2026-08-16T04:00:00+00:00,tok_69a15a835b74,bad874a72b68466697c66fbcb700eabb,task_da3c1d7250e6,70b8511b4d74a536c5b660a332de0ace6838de928f6745dcad5ceb20eb71b253,70b8511b4d74a536c5b660a332de0ace6838de928f6745dcad5ceb20eb71b253,2026-08-15T22:25:00+00:00,2026-08-16T02:12:34.986192+00:00,merch_ubereats,dining,425.12,EUR,dev_90e61f885a35,50.95.154.101,"Berlin,DE",52.52,13.405,agent-app,legitimate,n/a,sess_5ca038feafaf
sess_0d24b3c0fa66,evt_a3d2bbf678bb,agent_msft_copilot_pay,dev_microsoft,consent_fe36637d2a48,recurring,481.16,travel,2026-08-14T09:00:00+00:00,2026-08-14T15:00:00+00:00,tok_b33ecc3c622e,2e73d077c9db4fedad738a3e2c86e0bb,task_f67876eac5d0,46531d160a03fbf53fc8f5a8f807d4d989a21f94ca90410954d90bddfee9b499,46531d160a03fbf53fc8f5a8f807d4d989a21f94ca90410954d90bddfee9b499,2026-08-14T09:08:00+00:00,2026-08-14T11:22:59.948165+00:00,merch_expedia,travel,369.71,GBP,dev_7ec8268ebc33,14.109.110.190,"Sydney,AU",-33.8688,151.2093,agent-to-agent,legitimate,n/a,sess_0d24b3c0fa66
